Genetic Tic Tac Toe Experiment
Experiment Time: 23/06/2016 14:22:17
Experiment Parameters:,
Board Size:,10,
Required Streak:,5,
Population Size:,100,
Max Generations:,20,
Select Maximal Index Method:,Random,
Initial Individual Tree Depth:,3,
Maximum Individual Tree Depth:,6,
Crossover Probability:,0.8,
Mutation Probability:,0.2,
,
Function Set:,
If >=,Plus,
Terminal Set:,
RowStreak,ColumnStreak,DiagMainStreak,DiagSecStreak,WinOrBlock,
,
Generation,Worst Individual Name,Worst Individual Fitness,Best Individual Name,Best Individual Fitness,Average Fitness,Best Individual Tree,
11,Krcreeeerr,7.5,Krcreeeera,201.2,145.37999999999997,([F: Plus](F: If >=(T: DiagMainStreak f)(T: ColumnStreak f)(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak e)(T: WinOrBlock e)(T: WinOrBlock f))(F: Plus(T: DiagMainStreak e)(T: RowStreak f)))(T: DiagMainStreak e))(F: Plus(T: WinOrBlock e)(F: Plus(T: WinOrBlock e)(F: Plus(T: ColumnStreak e)(T: WinOrBlock f))))),
12,Krcreerree,19.1,Krcreeeerr,191.10000000000002,146.79000000000005,([F: Plus](F: If >=(T: DiagMainStreak f)(T: WinOrBlock f)(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagMainStreak e)(T: WinOrBlock e)(T: WinOrBlock f))(F: Plus(T: DiagMainStreak e)(T: RowStreak f)))(T: DiagMainStreak e))(F: Plus(T: WinOrBlock e)(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak e)(T: WinOrBlock f)(T: ColumnStreak f))(F: Plus(T: ColumnStreak e)(F: If >=(T: DiagMainStreak f)(T: WinOrBlock f)(T: DiagSecStreak f)(T: DiagSecStreak f)))))),
13,Krcreeeeer,18.0,Krcreeeeee,212.1,139.42000000000002,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e))(F: If >=(F: Plus(T: DiagSecStreak e)(T: ColumnStreak e))(F: Plus(T: RowStreak f)(T: ColumnStreak f))(F: If >=(T: WinOrBlock e)(T: ColumnStreak f)(F: If >=(T: RowStreak f)(T: DiagSecStreak e)(T: WinOrBlock f)(T: DiagSecStreak e))(T: DiagMainStreak f))(F: If >=(T: DiagSecStreak f)(T: DiagSecStreak f)(T: DiagMainStreak f)(T: DiagSecStreak e))))(F: Plus(T: WinOrBlock e)(F: Plus(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: WinOrBlock e))(F: If >=(T: WinOrBlock f)(T: ColumnStreak f)(T: WinOrBlock f)(T: DiagMainStreak e)))(F: Plus(T: ColumnStreak f)(T: WinOrBlock f))))),
14,Krcreeeeee,23.1,Krcreeeeee,215.1,140.26999999999995,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e))(F: If >=(F: Plus(T: DiagSecStreak e)(T: ColumnStreak e))(F: Plus(F: If >=(T: WinOrBlock f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e))(T: ColumnStreak f))(F: If >=(T: WinOrBlock e)(T: ColumnStreak f)(F: If >=(T: RowStreak f)(T: DiagSecStreak e)(T: WinOrBlock f)(T: DiagSecStreak e))(T: DiagMainStreak f))(F: If >=(T: DiagSecStreak f)(T: DiagSecStreak e)(T: DiagMainStreak f)(T: DiagSecStreak e))))(F: Plus(T: WinOrBlock e)(F: Plus(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: WinOrBlock e))(F: If >=(T: WinOrBlock f)(T: ColumnStreak f)(T: WinOrBlock f)(T: DiagMainStreak e)))(F: Plus(T: ColumnStreak e)(T: WinOrBlock f))))),
15,Krcreeeeee,57.199999999999996,Krcreeeeee,188.7,145.40999999999997,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e))(F: If >=(F: Plus(T: DiagSecStreak e)(T: ColumnStreak e))(F: Plus(F: If >=(T: WinOrBlock f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e))(T: ColumnStreak f))(F: If >=(T: WinOrBlock e)(T: ColumnStreak f)(F: If >=(T: RowStreak f)(T: DiagSecStreak e)(T: WinOrBlock f)(T: DiagSecStreak e))(T: DiagMainStreak f))(F: If >=(T: DiagSecStreak f)(T: DiagSecStreak e)(T: ColumnStreak e)(T: DiagSecStreak e))))(F: Plus(T: WinOrBlock e)(F: Plus(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: WinOrBlock e))(F: If >=(T: WinOrBlock f)(T: ColumnStreak f)(T: WinOrBlock f)(T: DiagMainStreak e)))(F: Plus(T: ColumnStreak e)(T: WinOrBlock f))))),
16,Krcreeeeee,16.0,Krcreeeeee,219.3,147.37999999999994,([F: Plus](F: If >=(T: DiagMainStreak f)(T: WinOrBlock f)(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak e)(T: WinOrBlock e)(F: If >=(T: ColumnStreak f)(T: DiagSecStreak e)(T: WinOrBlock e)(T: DiagMainStreak f)))(F: Plus(T: DiagMainStreak e)(T: RowStreak f)))(T: DiagMainStreak e))(F: Plus(T: WinOrBlock e)(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak e)(T: WinOrBlock f)(T: DiagSecStreak e))(F: Plus(T: ColumnStreak e)(T: WinOrBlock f))))),
17,Krcreeeeee,9.0,Krcreeeeee,195.4,140.8700000000001,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e))(F: If >=(F: Plus(T: DiagSecStreak e)(T: ColumnStreak e))(F: Plus(F: If >=(T: WinOrBlock f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e))(T: ColumnStreak f))(F: If >=(T: WinOrBlock e)(T: ColumnStreak f)(F: If >=(T: RowStreak f)(T: WinOrBlock e)(T: WinOrBlock f)(T: DiagSecStreak e))(T: DiagMainStreak f))(F: If >=(T: DiagSecStreak f)(T: DiagSecStreak e)(T: DiagMainStreak f)(T: DiagSecStreak e))))(F: Plus(T: WinOrBlock e)(F: Plus(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak f)(T: DiagSecStreak f)(T: WinOrBlock e))(F: If >=(T: WinOrBlock f)(T: ColumnStreak f)(T: WinOrBlock f)(T: DiagMainStreak e)))(F: Plus(T: ColumnStreak e)(T: WinOrBlock f))))),
18,Krcreeeeee,23.8,Krcreeeeee,200.8,137.98,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e))(F: If >=(F: Plus(T: DiagSecStreak e)(T: ColumnStreak e))(F: Plus(F: If >=(T: WinOrBlock f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e))(T: ColumnStreak f))(F: If >=(T: WinOrBlock e)(T: ColumnStreak f)(F: If >=(T: RowStreak f)(T: WinOrBlock e)(T: WinOrBlock f)(T: DiagSecStreak e))(T: DiagMainStreak f))(F: If >=(T: DiagSecStreak f)(T: DiagSecStreak e)(T: DiagMainStreak f)(T: DiagSecStreak e))))(F: Plus(T: WinOrBlock e)(F: Plus(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak f)(T: DiagSecStreak f)(T: WinOrBlock e))(F: If >=(T: WinOrBlock f)(T: ColumnStreak f)(T: WinOrBlock f)(T: DiagMainStreak e)))(F: Plus(T: ColumnStreak e)(T: WinOrBlock f))))),
19,Krcreeeeee,41.599999999999994,Krcreeeeee,217.5,144.79999999999995,([F: Plus](F: If >=(T: DiagMainStreak f)(T: DiagSecStreak e)(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak e)(T: WinOrBlock e)(T: DiagMainStreak f))(F: Plus(T: DiagMainStreak e)(T: RowStreak f)))(T: DiagMainStreak e))(F: Plus(T: WinOrBlock e)(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak e)(T: WinOrBlock f)(T: DiagSecStreak e))(F: Plus(T: ColumnStreak e)(T: WinOrBlock f))))),
20,Krcreeeeee,15.5,Krcreeeeee,205.0,142.35999999999999,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e))(F: If >=(F: Plus(T: DiagSecStreak e)(T: ColumnStreak e))(F: Plus(F: If >=(T: WinOrBlock f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak e))(T: ColumnStreak f))(F: If >=(T: WinOrBlock e)(T: ColumnStreak f)(F: If >=(T: RowStreak f)(T: DiagSecStreak e)(T: WinOrBlock f)(T: DiagSecStreak e))(T: DiagMainStreak f))(F: If >=(T: DiagSecStreak f)(T: DiagMainStreak e)(T: DiagMainStreak f)(T: DiagSecStreak e))))(F: Plus(T: WinOrBlock e)(F: Plus(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak e)(T: DiagSecStreak f)(T: ColumnStreak f))(F: If >=(T: WinOrBlock f)(T: ColumnStreak f)(T: WinOrBlock f)(T: DiagMainStreak e)))(F: Plus(T: ColumnStreak e)(T: DiagSecStreak f))))),
