Genetic Tic Tac Toe Experiment
Experiment Time: 23/06/2016 11:29:15
Expirement Parameters:,
Board Size:,10,
Required Streak:,5,
Population Size:,100,
Max Generations:,50,
Select Maximal Index Method:,Random,
Initial Individual Tree Depth:,3,
Maximum Individual Tree Depth:,6,
Crossover Probability:,0.8,
Mutation Probability:,0.2,
,
Function Set:,
If >=,Plus,
Terminal Set:,
RowStreak,ColumnStreak,DiagMainStreak,DiagSecStreak,WinOrBlock,
,
Generation,Worst Individual Name,Worst Individual Fitness,Best Individual Name,Best Individual Fitness,Average Fitness,Best Individual Tree,
27,Azakkkkkk,0.0,Azakkkkkk,4.6,0.8589999999999989,([F: Plus](F: If >=(F: Plus(F: Plus(T: WinOrBlock e)(T: WinOrBlock f))(T: WinOrBlock f))(T: DiagSecStreak e)(T: WinOrBlock f)(F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(T: ColumnStreak f)(T: DiagMainStreak f))(T: ColumnStreak f)(T: DiagSecStreak f))(T: ColumnStreak f)))(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagMainStreak f)(T: WinOrBlock e)(T: DiagMainStreak f))(F: Plus(T: RowStreak f)(T: DiagMainStreak e)))),
28,Azakkkkkk,0.0,Azakkkkkk,3.0,0.8479999999999991,([F: Plus](F: If >=(F: Plus(F: Plus(T: WinOrBlock e)(T: WinOrBlock f))(T: WinOrBlock f))(T: DiagSecStreak e)(T: WinOrBlock f)(F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(T: ColumnStreak f)(T: DiagMainStreak f))(T: ColumnStreak f)(T: DiagSecStreak f))(T: ColumnStreak f)))(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagMainStreak f)(T: WinOrBlock e)(T: DiagMainStreak f))(F: Plus(T: DiagMainStreak f)(T: DiagMainStreak e)))),
29,Azakkkkkk,0.0,Azakkkkkk,3.3,0.8159999999999984,([F: Plus](F: If >=(F: Plus(F: Plus(T: ColumnStreak f)(T: ColumnStreak e))(F: If >=(T: WinOrBlock e)(T: DiagSecStreak f)(T: DiagMainStreak e)(T: ColumnStreak e)))(T: DiagSecStreak e)(T: WinOrBlock f)(F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(T: DiagMainStreak f)(T: DiagMainStreak f))(T: ColumnStreak f)(T: DiagSecStreak f))(T: ColumnStreak f)))(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagMainStreak f)(T: WinOrBlock e)(T: DiagMainStreak f))(F: Plus(T: RowStreak f)(T: DiagMainStreak e)))),
30,Azakkkkkk,0.0,Azakkkkkk,3.3,0.8069999999999985,([F: Plus](F: If >=(F: Plus(F: Plus(T: WinOrBlock e)(T: WinOrBlock f))(T: WinOrBlock f))(T: DiagSecStreak e)(T: WinOrBlock f)(F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(T: DiagMainStreak f)(T: DiagMainStreak f))(T: ColumnStreak f)(T: DiagSecStreak f))(F: Plus(T: WinOrBlock e)(F: If >=(T: DiagMainStreak f)(T: DiagSecStreak e)(T: WinOrBlock f)(T: DiagSecStreak e)))))(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagMainStreak f)(T: WinOrBlock e)(T: DiagMainStreak f))(F: Plus(T: RowStreak f)(T: DiagMainStreak e)))),
31,Azakkkkkk,0.0,Azakkkkkk,4.0,0.8549999999999983,([F: Plus](F: Plus(F: Plus(F: Plus(T: RowStreak e)(F: If >=(T: DiagMainStreak f)(T: DiagSecStreak e)(T: WinOrBlock f)(T: DiagSecStreak e)))(F: Plus(F: If >=(T: ColumnStreak f)(T: ColumnStreak f)(T: ColumnStreak f)(T: DiagSecStreak f))(F: If >=(T: DiagSecStreak e)(T: DiagSecStreak e)(T: WinOrBlock f)(T: ColumnStreak f))))(T: DiagSecStreak e))(F: Plus(T: DiagMainStreak f)(T: WinOrBlock f))),
32,Azakkkkkk,0.0,Azakkkkkk,3.3,0.7669999999999989,([F: Plus](F: If >=(T: WinOrBlock f)(T: ColumnStreak f)(T: DiagMainStreak f)(F: Plus(F: If >=(F: If >=(T: DiagSecStreak f)(T: ColumnStreak f)(T: ColumnStreak f)(T: DiagMainStreak e))(F: If >=(T: DiagSecStreak f)(T: RowStreak e)(T: RowStreak e)(T: DiagSecStreak e))(F: Plus(T: DiagSecStreak f)(T: DiagMainStreak f))(F: Plus(T: WinOrBlock f)(T: RowStreak f)))(F: If >=(T: DiagSecStreak e)(T: ColumnStreak f)(T: WinOrBlock e)(T: ColumnStreak f))))(F: Plus(T: WinOrBlock e)(T: WinOrBlock f))),
33,Azakkkkkk,0.0,Azakkkkkk,2.7,0.7759999999999988,([F: Plus](F: Plus(F: Plus(F: Plus(T: RowStreak e)(F: If >=(T: DiagMainStreak f)(T: DiagSecStreak e)(T: WinOrBlock f)(T: DiagSecStreak e)))(T: WinOrBlock f))(T: DiagSecStreak e))(F: Plus(T: WinOrBlock e)(T: WinOrBlock f))),
34,Azakkkkkk,0.0,Azakkkkkk,3.7,0.8379999999999984,([F: Plus](F: If >=(F: If >=(F: Plus(T: RowStreak e)(T: RowStreak e))(F: Plus(T: RowStreak e)(T: RowStreak e))(F: Plus(T: WinOrBlock f)(T: DiagMainStreak f))(F: Plus(T: DiagSecStreak e)(T: RowStreak f)))(T: DiagSecStreak e)(T: ColumnStreak f)(F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(T: WinOrBlock f)(T: DiagMainStreak f))(T: ColumnStreak f)(T: DiagSecStreak f))(T: ColumnStreak f)))(F: Plus(F: If >=(T: DiagMainStreak e)(T: DiagMainStreak f)(T: WinOrBlock e)(T: DiagMainStreak f))(T: WinOrBlock e))),
35,Azakkkkkk,0.0,Azakkkkkk,4.0,0.8059999999999987,([F: Plus](F: Plus(F: Plus(F: Plus(T: RowStreak e)(F: If >=(T: DiagMainStreak f)(T: DiagMainStreak f)(T: WinOrBlock f)(T: DiagSecStreak e)))(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak f)(T: ColumnStreak f)(T: DiagSecStreak f))(F: If >=(T: ColumnStreak f)(T: WinOrBlock f)(T: WinOrBlock e)(T: ColumnStreak e))))(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock e)(T: WinOrBlock f))))(F: Plus(T: DiagMainStreak f)(T: WinOrBlock f))),
36,Azakkkkkk,0.0,Azakkkkkk,3.3,0.7439999999999993,([F: Plus](F: Plus(F: Plus(F: Plus(T: RowStreak e)(F: If >=(T: DiagMainStreak f)(T: ColumnStreak f)(T: WinOrBlock f)(T: DiagSecStreak e)))(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak f)(T: ColumnStreak f)(T: DiagSecStreak f))(T: DiagSecStreak f)))(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock e)(T: WinOrBlock f))))(F: Plus(T: DiagMainStreak f)(T: WinOrBlock f))),
37,Azakkkkkk,0.0,Azakkkkkk,4.6,0.9739999999999981,([F: Plus](F: Plus(F: Plus(F: Plus(T: RowStreak e)(F: If >=(T: DiagMainStreak f)(T: ColumnStreak f)(T: WinOrBlock f)(T: DiagSecStreak e)))(F: Plus(F: If >=(T: ColumnStreak f)(T: DiagSecStreak f)(T: ColumnStreak f)(T: DiagSecStreak f))(T: DiagSecStreak f)))(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock e)(T: WinOrBlock f))))(F: Plus(T: DiagMainStreak f)(T: WinOrBlock f))),
