Genetic Tic Tac Toe Experiment
Experiment Time: 27/06/2016 14:23:03
Experiment Parameters:,
Board Size:,10,
Required Streak:,5,
Population Size:,100,
Max Generations:,50,
Select Maximal Index Method:,Random,
Initial Individual Tree Depth:,3,
Maximum Individual Tree Depth:,6,
Crossover Probability:,0.8,
Mutation Probability:,0.2,
,
Function Set:,
If >=,Plus,
Terminal Set:,
RowStreak,ColumnStreak,DiagMainStreak,DiagSecStreak,WinOrBlock,
,
Generation,Worst Individual Name,Worst Individual Fitness,Best Individual Name,Best Individual Fitness,Average Fitness,Best Individual Tree,
23,Phourrrrrrr,0.0,Phourrrrrrr,4.3,1.0809999999999993,([F: Plus](T: ColumnStreak e)(F: Plus(F: Plus(F: Plus(T: DiagSecStreak e)(F: Plus(T: WinOrBlock f)(T: DiagSecStreak f)))(F: Plus(F: Plus(T: RowStreak f)(T: RowStreak f))(F: If >=(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak f)(T: ColumnStreak e))))(F: Plus(T: ColumnStreak f)(T: ColumnStreak f)))),
24,Phourrrrrrr,0.0,Phourrrrrrr,4.6,0.9199999999999993,([F: Plus](T: WinOrBlock e)(F: Plus(F: Plus(F: Plus(T: DiagSecStreak e)(F: Plus(T: WinOrBlock f)(T: ColumnStreak e)))(F: Plus(F: Plus(T: RowStreak f)(T: RowStreak f))(F: If >=(T: DiagSecStreak f)(T: DiagSecStreak f)(T: DiagSecStreak f)(T: ColumnStreak e))))(F: Plus(T: DiagSecStreak f)(F: Plus(F: If >=(T: DiagMainStreak e)(T: WinOrBlock e)(T: DiagMainStreak e)(T: RowStreak f))(F: If >=(T: WinOrBlock f)(T: RowStreak e)(T: DiagSecStreak e)(T: ColumnStreak f)))))),
25,Phourrrrrrr,0.0,Phourrrrrrr,4.3,1.0609999999999995,([F: Plus](T: WinOrBlock e)(F: Plus(F: Plus(F: Plus(T: DiagSecStreak e)(T: RowStreak f))(F: Plus(F: Plus(T: RowStreak f)(T: RowStreak f))(F: If >=(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak f)(T: ColumnStreak e))))(F: Plus(F: Plus(T: RowStreak f)(F: Plus(T: DiagSecStreak f)(T: DiagSecStreak f)))(F: If >=(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak f)(T: ColumnStreak e))))),
26,Phourrrrrrr,0.0,Phourrrrrrr,3.0,0.8339999999999992,([F: Plus](T: WinOrBlock e)(F: Plus(F: Plus(T: DiagMainStreak e)(F: Plus(T: ColumnStreak e)(F: Plus(T: WinOrBlock f)(T: DiagSecStreak f))))(F: Plus(T: ColumnStreak f)(T: ColumnStreak f)))),
27,Phourrrrrrr,0.0,Phourrrrrrr,4.6,1.071999999999999,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(F: Plus(T: RowStreak f)(T: RowStreak e))(F: If >=(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak f)(T: ColumnStreak e)))(F: Plus(T: WinOrBlock e)(T: ColumnStreak e))(F: If >=(T: ColumnStreak e)(T: ColumnStreak f)(T: DiagMainStreak e)(T: ColumnStreak f)))(F: Plus(F: Plus(F: If >=(T: ColumnStreak e)(T: WinOrBlock f)(T: WinOrBlock e)(T: WinOrBlock f))(T: RowStreak e))(F: Plus(T: RowStreak f)(T: DiagMainStreak f))))(T: DiagSecStreak f)),
28,Phourrrrrrr,0.0,Phourrrrrrr,4.3,0.9929999999999992,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(F: Plus(T: RowStreak f)(T: RowStreak e))(F: If >=(T: DiagSecStreak e)(T: DiagSecStreak f)(T: DiagSecStreak f)(T: ColumnStreak e)))(F: Plus(T: WinOrBlock e)(T: WinOrBlock e))(F: If >=(T: ColumnStreak e)(T: ColumnStreak f)(T: DiagMainStreak e)(T: ColumnStreak f)))(F: Plus(F: Plus(F: If >=(T: ColumnStreak e)(T: WinOrBlock f)(T: WinOrBlock e)(T: WinOrBlock f))(T: RowStreak e))(F: Plus(T: RowStreak f)(T: DiagMainStreak f))))(T: DiagSecStreak f)),
29,Phourrrrrrr,0.0,Phourrrrrrr,4.6,1.0749999999999986,([F: Plus](T: WinOrBlock e)(F: Plus(F: Plus(T: DiagMainStreak e)(F: Plus(T: ColumnStreak e)(F: Plus(T: WinOrBlock f)(T: DiagSecStreak f))))(F: Plus(F: Plus(F: If >=(T: DiagSecStreak f)(T: RowStreak f)(T: ColumnStreak f)(T: DiagMainStreak e))(F: Plus(T: ColumnStreak f)(T: ColumnStreak f)))(T: ColumnStreak f)))),
30,Phourrrrrrr,0.0,Phourrrrrrr,4.3,1.1589999999999987,([F: Plus](T: WinOrBlock e)(F: Plus(F: Plus(F: Plus(T: DiagSecStreak e)(F: Plus(T: DiagMainStreak f)(T: DiagMainStreak f)))(F: Plus(F: Plus(T: ColumnStreak f)(T: RowStreak f))(F: Plus(T: RowStreak f)(T: RowStreak f))))(F: Plus(T: ColumnStreak f)(F: Plus(T: DiagSecStreak e)(F: Plus(T: WinOrBlock f)(T: DiagSecStreak f)))))),
31,Phourrrrrrr,0.0,Phourrrrrrr,4.0,0.9749999999999989,([F: Plus](T: WinOrBlock e)(F: Plus(F: Plus(T: DiagMainStreak e)(F: Plus(T: ColumnStreak e)(F: Plus(T: WinOrBlock f)(T: DiagSecStreak f))))(F: Plus(F: Plus(F: If >=(T: DiagSecStreak f)(T: WinOrBlock f)(T: ColumnStreak f)(T: DiagMainStreak e))(F: Plus(T: ColumnStreak f)(T: WinOrBlock f)))(T: ColumnStreak f)))),
32,Phourrrrrrr,0.0,Phourrrrrrr,4.0,0.9419999999999992,([F: Plus](F: Plus(F: If >=(T: WinOrBlock f)(F: Plus(F: Plus(T: RowStreak f)(T: DiagSecStreak f))(F: If >=(T: RowStreak e)(T: RowStreak f)(T: ColumnStreak e)(T: DiagMainStreak f)))(F: Plus(T: RowStreak f)(T: WinOrBlock e))(F: If >=(T: ColumnStreak e)(T: ColumnStreak f)(T: DiagSecStreak f)(T: ColumnStreak f)))(F: Plus(F: Plus(F: If >=(T: ColumnStreak e)(T: WinOrBlock f)(T: WinOrBlock e)(T: WinOrBlock f))(T: RowStreak e))(F: Plus(T: RowStreak f)(T: DiagMainStreak f))))(T: DiagSecStreak f)),
