Genetic Tic Tac Toe Experiment
Experiment Time: 26/06/2016 15:10:20
Experiment Parameters:,
Board Size:,10,
Required Streak:,5,
Population Size:,200,
Max Generations:,50,
Select Maximal Index Method:,Random,
Initial Individual Tree Depth:,3,
Maximum Individual Tree Depth:,7,
Crossover Probability:,0.8,
Mutation Probability:,0.2,
,
Function Set:,
If >=,Plus,
Terminal Set:,
CountNeightbors,CountRow,CountColumn,DiagMainStreak,CountDiagSec,RowStreak,ColumnStreak,DiagMainStreak,DiagSecStreak,RandVal,IsRandIndex,WinOrBlock,
,
Generation,Worst Individual Name,Worst Individual Fitness,Best Individual Name,Best Individual Fitness,Average Fitness,Best Individual Tree,
34,Azakaaaaaa,14.399999999999999,Azakaaaaaa,449.5,274.2795,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(T: DiagSecStreak f)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(T: RandVal 10))(F: Plus(T: DiagSecStreak e)(T: ColumnStreak f)))(T: WinOrBlock e))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(F: Plus(T: ColumnStreak e)(T: RowStreak f))(T: DiagSecStreak f)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(T: WinOrBlock e))),
35,Azakaaaaaa,57.2,Azakaaaaaa,433.6,263.3319999999999,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(T: DiagSecStreak e)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: ColumnStreak f))(F: If >=(T: CountNeightbors e)(F: Plus(T: WinOrBlock f)(T: RowStreak f))(F: Plus(T: DiagMainStreak f)(T: DiagMainStreak e))(T: WinOrBlock f))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(F: Plus(T: ColumnStreak e)(T: RowStreak f))(T: ColumnStreak f)))(F: Plus(T: DiagSecStreak e)(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: RowStreak e))))(T: WinOrBlock e))),
36,Azakaaaaaa,86.6,Azakaaaaaa,415.4,268.5355,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: DiagMainStreak e))(F: If >=(T: CountNeightbors e)(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: WinOrBlock e)(T: WinOrBlock f)))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(F: Plus(T: ColumnStreak e)(T: IsRandIndex 41))(T: DiagSecStreak f)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 98)(T: RowStreak e))))(T: WinOrBlock e))),
37,Azakaaaaaa,53.8,Azakaaaaaa,413.5,269.478,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: DiagMainStreak e))(F: If >=(T: CountNeightbors e)(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: WinOrBlock e)(T: WinOrBlock f)))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(F: Plus(T: ColumnStreak e)(T: IsRandIndex 41))(T: DiagSecStreak f)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 98)(T: RowStreak e))))(T: WinOrBlock e))),
38,Azakaaaaaa,112.2,Azakaaaaaa,399.8,267.4915,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: DiagMainStreak e))(F: If >=(T: CountNeightbors e)(F: Plus(T: DiagMainStreak e)(T: RowStreak f))(T: WinOrBlock e)(T: WinOrBlock f)))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(F: Plus(T: ColumnStreak e)(T: IsRandIndex 41))(T: DiagSecStreak f)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 98)(T: RowStreak e))))(T: WinOrBlock e))),
39,Azakaaaaaa,83.1,Azakaaaaaa,395.3,270.26450000000006,([F: Plus](F: Plus(F: Plus(T: RowStreak f)(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: ColumnStreak f))(F: If >=(T: CountNeightbors e)(F: Plus(T: WinOrBlock f)(T: RowStreak f))(F: Plus(T: DiagMainStreak f)(T: DiagMainStreak e))(T: WinOrBlock f))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(F: Plus(T: ColumnStreak e)(T: RowStreak f))(T: DiagSecStreak f)))(F: Plus(T: DiagSecStreak e)(F: Plus(F: Plus(T: WinOrBlock f)(T: DiagMainStreak f))(T: RowStreak e))))(T: WinOrBlock e))),
40,Azakaaaaaa,101.19999999999999,Azakaaaaaa,408.90000000000003,272.2140000000001,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(T: DiagSecStreak e)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(T: WinOrBlock e)(T: ColumnStreak f))(F: If >=(T: CountNeightbors e)(F: Plus(T: WinOrBlock f)(T: RowStreak f))(F: Plus(T: DiagMainStreak f)(T: DiagMainStreak e))(T: WinOrBlock f))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(F: Plus(T: ColumnStreak e)(T: RowStreak f))(T: DiagSecStreak f)))(F: Plus(T: RowStreak f)(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: RowStreak e))))(T: WinOrBlock e))),
41,Azakaaaaaa,53.5,Azakaaaaaa,399.4,268.191,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(T: IsRandIndex 41)(T: DiagMainStreak e))(F: If >=(F: Plus(T: WinOrBlock e)(T: ColumnStreak f))(F: Plus(T: DiagMainStreak e)(T: RowStreak f))(T: WinOrBlock e)(T: WinOrBlock f)))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(F: Plus(T: ColumnStreak e)(T: IsRandIndex 41))(T: DiagSecStreak f)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 98)(T: RowStreak e))))(T: WinOrBlock e))),
42,Azakaaaaaa,112.10000000000001,Azakaaaaaa,431.5,269.8525,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(T: IsRandIndex 41)(T: DiagMainStreak e))(F: If >=(F: Plus(T: WinOrBlock e)(T: ColumnStreak f))(F: Plus(T: DiagMainStreak e)(T: RowStreak f))(T: WinOrBlock e)(T: WinOrBlock f)))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(F: Plus(T: ColumnStreak e)(T: IsRandIndex 41))(T: DiagSecStreak f)))(F: Plus(T: DiagSecStreak e)(T: ColumnStreak f)))(T: WinOrBlock e))),
43,Azakaaaaaa,73.7,Azakaaaaaa,409.8,268.72549999999995,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(T: IsRandIndex 41)(T: DiagMainStreak e))(F: If >=(F: Plus(T: WinOrBlock e)(T: ColumnStreak f))(F: Plus(T: DiagMainStreak e)(T: RowStreak f))(T: WinOrBlock e)(T: WinOrBlock f)))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(F: Plus(T: ColumnStreak e)(T: IsRandIndex 41))(T: DiagSecStreak f)))(F: Plus(T: DiagSecStreak e)(T: ColumnStreak f)))(T: WinOrBlock e))),
44,Azakaaaaaa,1.7,Azakaaaaaa,434.2,273.8990000000001,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(T: IsRandIndex 41)(T: DiagMainStreak e))(F: If >=(F: Plus(T: DiagMainStreak e)(T: ColumnStreak f))(F: Plus(T: DiagMainStreak e)(T: RowStreak f))(T: WinOrBlock e)(T: WinOrBlock f)))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(F: Plus(T: ColumnStreak e)(T: IsRandIndex 41))(T: DiagSecStreak f)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 98)(T: IsRandIndex 41))))(T: WinOrBlock e))),
45,Azakaaaaaa,45.4,Azakaaaaaa,405.5,271.61850000000004,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(F: Plus(T: RandVal 10)(T: RowStreak f))(T: DiagMainStreak e))(F: If >=(F: If >=(T: ColumnStreak e)(T: CountNeightbors e)(T: CountDiagSec f)(T: CountNeightbors e))(F: Plus(T: DiagMainStreak e)(T: RowStreak f))(T: WinOrBlock e)(T: WinOrBlock f)))))(F: Plus(T: RowStreak f)(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(T: ColumnStreak e)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(T: IsRandIndex 41)(T: DiagMainStreak e))(F: If >=(T: ColumnStreak e)(T: IsRandIndex 13)(T: WinOrBlock e)(T: WinOrBlock f))))))),
46,Azakaaaaaa,36.5,Azakaaaaaa,397.2,270.20850000000013,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))(T: ColumnStreak f))))(F: Plus(T: RowStreak f)(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(T: ColumnStreak e)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(T: IsRandIndex 41)(T: DiagMainStreak e))(F: If >=(T: CountRow f)(T: IsRandIndex 13)(T: WinOrBlock e)(T: WinOrBlock f))))))),
47,Azakaaaaaa,29.2,Azakaaaaaa,420.8,280.01149999999984,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))(T: ColumnStreak f))))(F: Plus(T: RowStreak f)(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(T: ColumnStreak e)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: WinOrBlock f))(F: Plus(F: Plus(T: IsRandIndex 41)(T: DiagMainStreak e))(F: If >=(T: CountRow f)(T: IsRandIndex 13)(T: WinOrBlock e)(T: WinOrBlock f))))))),
48,Azakaaaaaa,27.5,Azakaaaaaa,417.3,276.7874999999999,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))(T: ColumnStreak f))))(F: Plus(T: RowStreak f)(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(T: ColumnStreak e)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: WinOrBlock f)(T: RowStreak f))(T: WinOrBlock f))(F: Plus(F: Plus(T: IsRandIndex 41)(T: DiagMainStreak e))(F: If >=(T: CountRow f)(T: IsRandIndex 13)(T: WinOrBlock e)(T: WinOrBlock f))))))),
49,Azakaaaaaa,103.4,Azakaaaaaa,442.8,277.55900000000014,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))(T: ColumnStreak f))))(F: Plus(T: RowStreak f)(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(T: ColumnStreak e)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak e)(T: RowStreak f))(T: WinOrBlock f))(F: Plus(F: Plus(T: IsRandIndex 41)(T: DiagMainStreak e))(F: If >=(T: CountRow f)(T: IsRandIndex 13)(T: WinOrBlock e)(T: WinOrBlock f))))))),
50,Azakaaaaaa,85.4,Azakaaaaaa,440.90000000000003,275.7684999999999,([F: Plus](F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))))(F: Plus(T: DiagSecStreak e)(F: Plus(F: Plus(T: WinOrBlock e)(T: RowStreak f))(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))(T: ColumnStreak f))(F: Plus(F: Plus(T: IsRandIndex 33)(T: DiagSecStreak f))(T: ColumnStreak f))))(F: Plus(T: RowStreak f)(F: Plus(F: Plus(F: Plus(T: DiagMainStreak f)(F: Plus(T: WinOrBlock f)(T: ColumnStreak e)))(F: Plus(T: DiagSecStreak e)(F: Plus(T: IsRandIndex 41)(T: RowStreak e))))(F: Plus(F: Plus(F: Plus(T: DiagMainStreak e)(T: RowStreak f))(T: WinOrBlock f))(F: Plus(F: Plus(T: IsRandIndex 41)(T: DiagMainStreak e))(F: If >=(T: CountRow f)(T: IsRandIndex 13)(T: WinOrBlock e)(T: WinOrBlock f))))))),
